,TRGT_YEAR,GHG_EMS
1189,2017,84821
1190,2017,64956
1191,2017,65278
1192,2017,20841
1193,2017,49539
1194,2017,18216
1195,2017,206381
1196,2017,17556
1197,2017,276900
1198,2017,35238
1199,2017,98848
1200,2017,30129
1201,2017,58684
1202,2017,1352164
1203,2017,872669
1204,2017,96357
1205,2017,805395
1206,2017,81907
1207,2017,33476
1208,2017,34413
1209,2017,42824
1210,2017,240386
1211,2017,40724
1212,2017,530522
1213,2017,28163
1214,2017,804048
1215,2017,133839
1216,2017,15274
1217,2017,54681
1218,2017,20730
1219,2017,136201
1220,2017,20057
1221,2017,6025
1222,2017,405217
1223,2017,26805
1224,2017,21340
1225,2017,51231
1226,2017,567548
1227,2017,17704
1228,2017,221774
1229,2017,24520
1230,2017,27185
1231,2017,15801
1232,2017,30793
1233,2017,189281
1234,2017,22700
1235,2017,34222
1236,2017,87962
1237,2017,1276255
1238,2017,40491
1239,2017,585542
1240,2017,77437
1241,2017,20856
1242,2017,211878
1243,2017,19780
1244,2017,659217
1245,2017,47998
1246,2017,17440
1247,2017,70627
1248,2017,15451
1249,2017,71579
1250,2017,500392
1251,2017,194407
1252,2017,42752
1253,2017,1994346
1254,2017,20660
1255,2017,2728946
1256,2017,14899
1257,2017,130934
1258,2017,278642
1259,2017,372084
1260,2017,120498
1261,2017,21147
1262,2017,14529
1263,2017,17340
1264,2017,278731
1265,2017,15729
1266,2017,29349
1267,2017,412098
1268,2017,87403
1269,2017,20983
1270,2017,6207
1271,2017,295221
1272,2017,18804
1273,2017,16608
1274,2017,117707
1275,2017,23394
1276,2017,42701
1277,2017,15245
1278,2017,97955
1279,2017,257251
1280,2017,28688
1281,2017,1150436
1282,2017,22356
1283,2017,49604
1284,2017,38207
1285,2017,37114
1286,2017,169585
1287,2017,849397
1288,2017,93024
1289,2017,342825
1290,2017,621134
1291,2017,15734
1292,2017,126805
1293,2017,385758
1294,2017,157349
1295,2017,5944424
1296,2017,112017
1297,2017,111119
1298,2017,32053
1299,2017,604879
1300,2017,109723
1301,2017,34934
1302,2017,51517
1303,2017,189551
1304,2017,218366
1305,2017,254878
1306,2017,25387
1307,2017,18023
1308,2017,18541
1309,2017,19162
1310,2017,13681
1311,2017,14776
1312,2017,13913
1313,2017,195048
1314,2017,3411
1315,2017,29170
1316,2017,10773
1317,2017,88039
1318,2017,103354
1319,2017,20997
1320,2017,22942
1321,2017,1197432
1322,2017,166529
1323,2017,23401
1324,2017,63680
1325,2017,120833
1326,2017,187627
1327,2017,376952
1328,2017,51774
1329,2017,31757
1330,2017,85695
1331,2017,129422
1332,2017,87723
1333,2017,13248
1334,2017,17454
1335,2017,190204
1336,2017,208422
1337,2017,20221
1338,2017,35371
1339,2017,4516
1340,2017,5048146
1341,2017,120914
1342,2017,85314
1343,2017,101769
1344,2017,438461
1345,2017,96681
1346,2017,391022
1347,2017,8589517
1348,2017,482339
1349,2017,14024
1350,2017,23255
1351,2017,18832
1352,2017,31224
1353,2017,84038
1354,2017,14982
1355,2017,110812
1356,2017,27277
1357,2017,11764
1358,2017,35016
1359,2017,141044
1360,2017,31375
1361,2017,19758
1362,2017,162066
1363,2017,28010
1364,2017,7235875
1365,2017,15885
1366,2017,17360
1367,2017,29594
1368,2017,28489
1369,2017,24575
1370,2017,22029
1371,2017,36421
1372,2017,19957
1373,2017,20855
1374,2017,613550
1375,2017,13117
1376,2017,82113
1377,2017,87262
1378,2017,17009
1379,2017,37165
1380,2017,268028
1381,2017,67150
1382,2017,3036649
1383,2017,54990
1384,2017,16328
1385,2017,40265
1386,2017,21254
1387,2017,27818
1388,2017,88548
1389,2017,437871
1390,2017,39207
1391,2017,84656
1392,2017,218107
1393,2017,20014
1394,2017,5602789
1395,2017,81679
1396,2017,19392
1397,2017,28381
1398,2017,42090
1399,2017,22689
1400,2017,124649
1401,2017,16446
1402,2017,162735
1403,2017,16675
1404,2017,44587
1405,2017,103324
1406,2017,32148
1407,2017,20010
1408,2017,33218
1409,2017,40257
1410,2017,143575
1411,2017,35336
1412,2017,1634752
1413,2017,167849
1414,2017,318061
1415,2017,18997
1416,2017,51123
1417,2017,132481
1418,2017,38754
1419,2017,48623
1420,2017,43546
1421,2017,72745
1422,2017,307773
1423,2017,98856
1424,2017,112291
1425,2017,25783
1426,2017,16232
1427,2017,12910
1428,2017,15065
1429,2017,35515
1430,2017,98981
1431,2017,18604
1432,2017,18632
1433,2017,23900
1434,2017,38970
1435,2017,11443918
1436,2017,149512
1437,2017,39472
1438,2017,66326
1439,2017,84510
1440,2017,3382
1441,2017,2297073
1442,2017,20305
1443,2017,87
1444,2017,39440
1445,2017,2998864
1446,2017,538510
1447,2017,367886
1448,2017,102379
1449,2017,25515
1450,2017,3675
1451,2017,75446
1452,2017,13312
1453,2017,285153
1454,2017,81266
1455,2017,140240
1456,2017,186088
1457,2017,19215
1458,2017,90374
1459,2017,59508
1460,2017,41070
1461,2017,27438
1462,2017,33181
1463,2017,217958
1464,2017,214684
1465,2017,273699
1466,2017,712180
1467,2017,6706
1468,2017,98241
1469,2017,34579
1470,2017,632821
1471,2017,7517570
1472,2017,195906
1473,2017,2471647
1474,2017,3250472
1475,2017,587035
1476,2017,875405
1477,2017,248808
1478,2017,3077307
1479,2017,47003
1480,2017,29130
1481,2017,208543
1482,2017,194881
1483,2017,711658
1484,2017,95353
1485,2017,18647
1486,2017,264727
1487,2017,24389
1488,2017,17057
1489,2017,25567
1490,2017,511088
1491,2017,25013
1492,2017,29221
1493,2017,152130
1494,2017,6315796
1495,2017,1015286
1496,2017,357019
1497,2017,1293811
1498,2017,66538
1499,2017,81491
1500,2017,3732791
1501,2017,19270
1502,2017,18163
1503,2017,17107
1504,2017,27715
1505,2017,59771
1506,2017,113444
1507,2017,5501
1508,2017,99127
1509,2017,14259
1510,2017,49172
1511,2017,676773
1512,2017,125400
1513,2017,18276
1514,2017,2355925
1515,2017,124632
1516,2017,354432
1517,2017,32087
1518,2017,105176
1519,2017,198109
1520,2017,14079
1521,2017,29794
1522,2017,267847
1523,2017,412565
1524,2017,151345
1525,2017,127178
1526,2017,147233
1527,2017,183835
1528,2017,301242
1529,2017,12750
1530,2017,19657
1531,2017,202986
1532,2017,72258
1533,2017,42577
1534,2017,133272
1535,2017,32675
1536,2017,27623
1537,2017,9136
1538,2017,47236
1539,2017,82787
1540,2017,34533
1541,2017,121430
1542,2017,150771
1543,2017,26758
1544,2017,232129
1545,2017,476753
1546,2017,75835
1547,2017,212863
1548,2017,281351
1549,2017,37673
1550,2017,15521
1551,2017,19539
1552,2017,99240
1553,2017,28189
1554,2017,112554
1555,2017,50543
1556,2017,26194
1557,2017,88576
1558,2017,28805
1559,2017,157352
1560,2017,36004
1561,2017,75978
1562,2017,30525
1563,2017,21294
1564,2017,729
1565,2017,213220
1566,2017,234323
1567,2017,24378
1568,2017,12451
1569,2017,362822
1570,2017,29174
1571,2017,211608
1572,2017,110580
1573,2017,15769
1574,2017,17250
1575,2017,16790
1576,2017,76239
1577,2017,19237
1578,2017,131743
1579,2017,669758
1580,2017,128655
1581,2017,25612
1582,2017,14241
1583,2017,171616
1584,2017,137529
1585,2017,446238
1586,2017,24322
1587,2017,30457
1588,2017,37027
1589,2017,17346
1590,2017,41353
1591,2017,31638
1592,2017,63228
1593,2017,305347
1594,2017,22639
1595,2017,19783
1596,2017,851325
1597,2017,303962
1598,2017,16567
1599,2017,42623
1600,2017,73891
1601,2017,43334
1602,2017,49685
1603,2017,101116
1604,2017,288903
1605,2017,132138
1606,2017,20105
1607,2017,535155
1608,2017,29063
1609,2017,34892
1610,2017,93716
1611,2017,35334
1612,2017,178092
1613,2017,32935
1614,2017,1620284
1615,2017,35279
1616,2017,7965910
1617,2017,1183385
1618,2017,90719
1619,2017,65923
1620,2017,138107
1621,2017,186521
1622,2017,56592
1623,2017,20927
1624,2017,89922
1625,2017,90138
1626,2017,2368968
1627,2017,36357
1628,2017,176083
1629,2017,84397
1630,2017,836610
1631,2017,1111079
1632,2017,55417
1633,2017,30837
1634,2017,442140
1635,2017,147051
1636,2017,130668
