,TRGT_YEAR,GHG_EMS
1637,2017,333504
1638,2017,71340238
1639,2017,69536
1640,2017,2274130
1641,2017,235850
1642,2017,133595
1643,2017,117817
1644,2017,67438
1645,2017,2251
1646,2017,148254
1647,2017,1588066
1648,2017,394447
1649,2017,44609
1650,2017,59633
1651,2017,20649
1652,2017,19008
1653,2017,2724784
1654,2017,7997929
1655,2017,38618
1656,2017,14708
1657,2017,76454
1658,2017,136419
1659,2017,456004
1660,2017,164917
1661,2017,29591
1662,2017,58403
1663,2017,358047
1664,2017,236530
1665,2017,30397
1666,2017,18629
1667,2017,17620
1668,2017,133107
1669,2017,27487
1670,2017,31977
1671,2017,1685346
1672,2017,86412
1673,2017,163213
1674,2017,272156
1675,2017,32477
1676,2017,50017
1677,2017,336354
1678,2017,22451
1679,2017,26722
1680,2017,520863
1681,2017,112623
1682,2017,20879
1683,2017,78453
1684,2017,34188
1685,2017,67427
1686,2017,16337
1687,2017,665903
1688,2017,103183
1689,2017,146999
1690,2017,19435
1691,2017,15908
1692,2017,18996
1693,2017,112608
1694,2017,1107894
1695,2017,197649
1696,2017,269034
1697,2017,19190
1698,2017,25187
1699,2017,27252
1700,2017,15943
1701,2017,30420
1702,2017,33087
1703,2017,237242
1704,2017,12466
1705,2017,154389
1706,2017,2684761
1707,2017,45218
1708,2017,19289
1709,2017,190045
1710,2017,122359
1711,2017,1021075
1712,2017,29701
1713,2017,111046
1714,2017,11322151
1715,2017,1325636
1716,2017,1591393
1717,2017,104683
1718,2017,120623
1719,2017,38402
1720,2017,586483
1721,2017,30519
1722,2017,24057
1723,2017,156954
1724,2017,26442
1725,2017,45054
1726,2017,61244
1727,2017,94695
1728,2017,39435
1729,2017,169653
1730,2017,71034
1731,2017,76582
1732,2017,23935
1733,2017,911531
1734,2017,69384
1735,2017,35642
1736,2017,16643
1737,2017,76208
1738,2017,12118
1739,2017,21677
1740,2017,58140700
1741,2017,36512472
1742,2017,137833
1743,2017,33805
1744,2017,262531
1745,2017,38577917
1746,2017,681847
1747,2017,14133
1748,2017,17574
1749,2017,36970623
1750,2017,20128
1751,2017,19958
1752,2017,85956
1753,2017,3445777
1754,2017,720687
1755,2017,118754
1756,2017,535389
1757,2017,60435
1758,2017,21096
1759,2017,216093
1760,2017,91492
1761,2017,20645
1762,2017,309044
1763,2017,42790
1764,2017,160262
1765,2017,90370
1766,2017,1474906
1767,2017,17922
1768,2017,262839
1769,2017,207578
1770,2017,87719
1771,2017,40578692
1772,2017,342927
1773,2017,4479895
1774,2017,514772
1775,2017,1607168
1776,2017,497546
1777,2017,166883
1778,2017,34606
1779,2017,226415
1780,2017,20167
1781,2017,17762
1782,2017,48052
1783,2017,19503
1784,2017,5526854
1785,2017,57742
1786,2017,26739
1787,2017,16155
1788,2017,966377
1789,2017,23370
1790,2017,114955
1791,2017,66964
1792,2017,5517579
1793,2017,69465
1794,2017,3707662
1795,2017,17641
1796,2017,18082
1797,2017,15992
1798,2017,4313335
1799,2017,23176
1800,2017,33409
1801,2017,428640
1802,2017,29295
1803,2017,2703988
1804,2017,83761
1805,2017,4322205
1806,2017,77271
1807,2017,29628
1808,2017,39375
1809,2017,67712
1810,2017,113490
1811,2017,71880
1812,2017,11093258
1813,2017,78897
1814,2017,45539
1815,2017,17250
1816,2017,135998
1817,2017,118813
1818,2017,83964
1819,2017,189336
1820,2017,103848
1821,2017,90037
1822,2017,39892
1823,2017,104771
1824,2017,437
1825,2017,965395
1826,2017,5453482
1827,2017,23994
1828,2017,215057
1829,2017,1524576
1830,2017,39409
1831,2017,21513310
1832,2017,20086
1833,2017,43690
1834,2017,682848
1835,2017,1114143
1836,2017,139443
1837,2017,22213
1838,2017,43077
1839,2017,16981
1840,2017,379375
1841,2017,92755
1842,2017,101278
1843,2017,121405
1844,2017,97067
1845,2017,24368
1846,2017,20534
1847,2017,48598
1848,2017,344912
1849,2017,22500
1850,2017,560144
1851,2017,126663
1852,2017,9243
1853,2018,58372
1854,2018,25429
1855,2018,32776
1856,2018,34262
1857,2018,23436
1858,2018,26317
1859,2018,458521
1860,2018,76114
1861,2018,22213
1862,2018,172083
1863,2018,26354
1864,2018,220210
1865,2018,52875
1866,2018,15929
1867,2018,31011
1868,2018,109269
1869,2018,13807
1870,2018,4719
1871,2018,53126
1872,2018,38506
1873,2018,80531
1874,2018,20104
1875,2018,17510
1876,2018,20483
1877,2018,29701
1878,2018,82044
1879,2018,51075
1880,2018,17257
1881,2018,22239
1882,2018,81997
1883,2018,14926
1884,2018,43796
1885,2018,22003
1886,2018,70715
1887,2018,10962
1888,2018,22420
1889,2018,157014
1890,2018,31943
1891,2018,21540
1892,2018,36862
1893,2018,45198
1894,2018,17494
1895,2018,17336
1896,2018,25095
1897,2018,27756
1898,2018,14877
1899,2018,21922
1900,2018,43081
1901,2018,48524
1902,2018,25409
1903,2018,16515
1904,2018,28376
1905,2018,68869
1906,2018,18183
1907,2018,213834
1908,2018,70557
1909,2018,19266
1910,2018,88239
1911,2018,17796
1912,2018,41534
1913,2018,17889
1914,2018,18326
1915,2018,110202
1916,2018,39533
1917,2018,20442
1918,2018,23431
1919,2018,60124
1920,2018,21315
1921,2018,591629
1922,2018,76375
1923,2018,14174
1924,2018,14646
1925,2018,19681
1926,2018,56972
1927,2018,40649
1928,2018,30969
1929,2018,46054
1930,2018,141234
1931,2018,14619
1932,2018,27509
1933,2018,16572
1934,2018,91686
1935,2018,15792
1936,2018,19485
1937,2018,58426
1938,2018,13736
1939,2018,16231
1940,2018,15358
1941,2018,17008
1942,2018,33816
1943,2018,18329
1944,2018,27881
1945,2018,12781
1946,2018,16890
1947,2018,28315
1948,2018,19676
1949,2018,15285
1950,2018,1421461
1951,2018,66216
1952,2018,18520
1953,2018,63315
1954,2018,26499
1955,2018,16063
1956,2018,31225
1957,2018,13660
1958,2018,86459
1959,2018,13167
1960,2018,158462
1961,2018,22483
1962,2018,16955
1963,2018,12868
1964,2018,79880
1965,2018,65901
1966,2018,420541
1967,2018,14828
1968,2018,112744
1969,2018,14840
1970,2018,18576
1971,2018,14695
1972,2018,19334
1973,2018,16668
1974,2018,1656014
1975,2018,16868
1976,2018,32152
1977,2018,26644
1978,2018,147694
1979,2018,56617
1980,2018,23281
1981,2018,23732
1982,2018,163889
1983,2018,27752
1984,2018,45244
1985,2018,71568
1986,2018,76459
1987,2018,19170
1988,2018,30497
1989,2018,24544
1990,2018,165922
1991,2018,85424
1992,2018,19138
1993,2018,165467
1994,2018,41624
1995,2018,17666
1996,2018,20464
1997,2018,506763
1998,2018,54588
1999,2018,269506
2000,2018,143220
2001,2018,97871
2002,2018,74408
2003,2018,51755
2004,2018,40103
2005,2018,14312
2006,2018,30934
2007,2018,563617
2008,2018,21120
2009,2018,48348
2010,2018,12173
2011,2018,4237
2012,2018,36425
2013,2018,13303
2014,2018,23313
2015,2018,22971
2016,2018,15262
2017,2018,87328
2018,2018,62335
2019,2018,7424035
2020,2018,15993
2021,2018,28381
2022,2018,22463
2023,2018,15613
2024,2018,29329
2025,2018,29572
2026,2018,14942
2027,2018,29574
2028,2018,172329
2029,2018,19436
2030,2018,23060
2031,2018,26846
2032,2018,47599
2033,2018,18086
2034,2018,43538
2035,2018,103776
2036,2018,42652
2037,2018,24596
2038,2018,102191
2039,2018,57694
2040,2018,22274
2041,2018,56344
2042,2018,13080
2043,2018,225913
2044,2018,11816
2045,2018,15753
2046,2018,17261
2047,2018,217552
2048,2018,52972
2049,2018,231866
2050,2018,29360
2051,2018,18743
2052,2018,43270
2053,2018,28090
2054,2018,18960
2055,2018,9265
2056,2018,32867
2057,2018,20549
2058,2018,32100
2059,2018,19530
2060,2018,16631
2061,2018,28034
2062,2018,82111
2063,2018,33172
2064,2018,53907
2065,2018,18805
2066,2018,17498
2067,2018,112611
2068,2018,74930
2069,2018,18336
2070,2018,85681
2071,2018,1157594
2072,2018,124286
2073,2018,142821
2074,2018,102695
2075,2018,150924
2076,2018,31302
2077,2018,29168
2078,2018,21634
2079,2018,23007
2080,2018,28985
2081,2018,14118
2082,2018,14124
2083,2018,50572
2084,2018,216648
2085,2018,396198
2086,2018,107010
2087,2018,2077996
2088,2018,26800
2089,2018,25147
2090,2018,19461
2091,2018,23179
2092,2018,182368
2093,2018,21799
2094,2018,1191146
2095,2018,18794
2096,2018,16156
2097,2018,8822778
2098,2018,19703
2099,2018,272848
2100,2018,24959
2101,2018,264942
2102,2018,1789360
2103,2018,39009
2104,2018,17733
2105,2018,16549
2106,2018,41689
2107,2018,17874
2108,2018,21578
2109,2018,37689
2110,2018,16336
2111,2018,24931
2112,2018,19878
2113,2018,19543
2114,2018,61891
2115,2018,27651
2116,2018,35188
2117,2018,99046
2118,2018,26428
2119,2018,49439
2120,2018,18667
2121,2018,98002
2122,2018,28550
2123,2018,22174
2124,2018,102017
2125,2018,23623
2126,2018,3845650
2127,2018,21721
2128,2018,122054
2129,2018,18625
2130,2018,249088
2131,2018,55513
2132,2018,67337
2133,2018,50259
2134,2018,21486
2135,2018,456754
2136,2018,19265
2137,2018,86892
2138,2018,126278
2139,2018,196386
2140,2018,19958
2141,2018,47876
2142,2018,142299
2143,2018,18530
2144,2018,20216
2145,2018,20250
2146,2018,22337
2147,2018,90029
2148,2018,2331031
2149,2018,43986
2150,2018,70312
2151,2018,23201
2152,2018,20603
2153,2018,171474
2154,2018,96100
2155,2018,3500431
2156,2018,261768
2157,2018,313095
2158,2018,921126
2159,2018,730865
2160,2018,74150
2161,2018,748311
2162,2018,25524
2163,2018,186558
2164,2018,436044
2165,2018,761484
2166,2018,166127
2167,2018,19985
2168,2018,104965
2169,2018,89518
2170,2018,75732
2171,2018,68290
2172,2018,23389
2173,2018,64906
2174,2018,20341
2175,2018,210870
2176,2018,8364
2177,2018,277777
2178,2018,29600
2179,2018,94858
2180,2018,29636
2181,2018,60925
2182,2018,1113894
2183,2018,853454
2184,2018,100388
2185,2018,806162
2186,2018,105458
2187,2018,33743
2188,2018,56235
2189,2018,228626
2190,2018,42442
2191,2018,553583
2192,2018,27932
2193,2018,822492
2194,2018,136004
2195,2018,15968
2196,2018,56117
2197,2018,21104
2198,2018,140737
2199,2018,5591
2200,2018,430250
2201,2018,25408
2202,2018,21206
2203,2018,73024
2204,2018,559285
2205,2018,17933
2206,2018,159766
2207,2018,22575
2208,2018,25155
2209,2018,18633
2210,2018,30309
2211,2018,18171
2212,2018,312848
2213,2018,22588
2214,2018,31322
2215,2018,76925
2216,2018,1682231
2217,2018,39749
2218,2018,412456
2219,2018,76360
2220,2018,21357
2221,2018,223816
2222,2018,22263
2223,2018,18622
2224,2018,604670
2225,2018,45666
2226,2018,17202
2227,2018,68938
2228,2018,15059
2229,2018,100084
2230,2018,667407
2231,2018,29280
2232,2018,38811
2233,2018,1952467
2234,2018,15825
2235,2018,2493561
2236,2018,17681
2237,2018,126497
2238,2018,269642
2239,2018,392276
2240,2018,118738
2241,2018,21716
2242,2018,17357
2243,2018,20315
2244,2018,13259
2245,2018,16672
2246,2018,233406
2247,2018,11207
2248,2018,29497
2249,2018,422494
2250,2018,96129
2251,2018,18613
2252,2018,19487
2253,2018,6761
2254,2018,334968
2255,2018,18927
2256,2018,18841
2257,2018,120661
2258,2018,22473
2259,2018,43758
2260,2018,11792
2261,2018,108244
2262,2018,243680
2263,2018,29953
2264,2018,1096130
2265,2018,26356
2266,2018,48698
2267,2018,31944
2268,2018,38447
2269,2018,165549
2270,2018,801304
2271,2018,89742
2272,2018,324373
2273,2018,673892
2274,2018,15906
2275,2018,127234
2276,2018,414684
2277,2018,161451
2278,2018,68254
2279,2018,5883084
2280,2018,113742
2281,2018,100440
2282,2018,30881
2283,2018,595925
2284,2018,109695
2285,2018,31553
2286,2018,20404
2287,2018,51213
2288,2018,169106
2289,2018,221377
2290,2018,254926
2291,2018,16614
2292,2018,17838
2293,2018,20570
2294,2018,20397
2295,2018,26972
2296,2018,18909
2297,2018,14305
2298,2018,215267
2299,2018,27295
2300,2018,18959
2301,2018,88999
2302,2018,136028
2303,2018,19426
2304,2018,25693
2305,2018,1128242
2306,2018,19125
2307,2018,167092
2308,2018,23631
2309,2018,69350
2310,2018,116825
2311,2018,183017
2312,2018,260450
2313,2018,39290
2314,2018,15695
2315,2018,33654
2316,2018,102699
2317,2018,130919
2318,2018,87413
2319,2018,8968
2320,2018,19427
2321,2018,148039
2322,2018,207954
2323,2018,18481
2324,2018,26034
2325,2018,5199329
2326,2018,119594
2327,2018,116579
2328,2018,90281
2329,2018,511379
2330,2018,94588
2331,2018,435279
2332,2018,10775372
2333,2018,263861
2334,2018,13891
2335,2018,46794
2336,2018,22272
2337,2018,17863
2338,2018,33236
2339,2018,69459
2340,2018,15518
2341,2018,111453
2342,2018,24922
2343,2018,13091
2344,2018,35479
2345,2018,161546
2346,2018,32136
2347,2018,18390
2348,2018,155102
2349,2018,6282553
2350,2018,13526
2351,2018,17763
2352,2018,21492
2353,2018,29068
2354,2018,21177
2355,2018,21884
2356,2018,17986
2357,2018,36075
2358,2018,22355
2359,2018,20447
2360,2018,647341
2361,2018,16944
2362,2018,14830
2363,2018,83905
2364,2018,96472
2365,2018,17980
2366,2018,38162
2367,2018,321380
2368,2018,65510
2369,2018,2898728
2370,2018,56701
2371,2018,13456
2372,2018,48209
2373,2018,23047
2374,2018,25391
2375,2018,84002
2376,2018,386845
2377,2018,37330
2378,2018,4562
2379,2018,215544
2380,2018,21880
2381,2018,5358491
2382,2018,77761
2383,2018,19832
2384,2018,30168
2385,2018,37001
2386,2018,25114
2387,2018,122019
2388,2018,10407
2389,2018,168160
2390,2018,14780
2391,2018,45294
2392,2018,104187
2393,2018,30367
2394,2018,19587
2395,2018,36337
2396,2018,45987
2397,2018,152805
2398,2018,35399
2399,2018,1641072
2400,2018,169847
2401,2018,289253
2402,2018,18829
2403,2018,48488
2404,2018,99171
2405,2018,20935
2406,2018,40236
2407,2018,52089
2408,2018,43794
2409,2018,73185
2410,2018,312540
2411,2018,93036
2412,2018,83607
2413,2018,17811
2414,2018,26114
2415,2018,27226
2416,2018,15380
2417,2018,12849
2418,2018,12375
2419,2018,33926
2420,2018,113294
2421,2018,22154
2422,2018,18581
2423,2018,21377
2424,2018,39806
2425,2018,10972380
2426,2018,144367
2427,2018,42949
2428,2018,90268
2429,2018,85272
2430,2018,2723162
2431,2018,34492
2432,2018,15736
2433,2018,86
2434,2018,43207
2435,2018,2559409
2436,2018,500914
2437,2018,376354
2438,2018,95794
2439,2018,26557
2440,2018,62944
2441,2018,288930
2442,2018,125732
2443,2018,143626
2444,2018,203740
2445,2018,19282
2446,2018,174996
2447,2018,70089
2448,2018,39812
2449,2018,20961
2450,2018,34664
2451,2018,22684
2452,2018,205626
2453,2018,246151
2454,2018,321699
2455,2018,716470
2456,2018,8805
2457,2018,103686
2458,2018,35352
2459,2018,692883
2460,2018,7408913
2461,2018,180004
2462,2018,2835177
2463,2018,3201256
2464,2018,536522
2465,2018,934664
2466,2018,287048
2467,2018,3785044
2468,2018,38987
2469,2018,26888
2470,2018,186625
2471,2018,205972
2472,2018,815245
2473,2018,93160
2474,2018,18107
2475,2018,263287
2476,2018,21714
2477,2018,22970
2478,2018,17879
2479,2018,27793
2480,2018,534897
2481,2018,25263
2482,2018,142228
2483,2018,6696544
2484,2018,1033974
2485,2018,369433
2486,2018,971939
2487,2018,71782
2488,2018,82968
2489,2018,3676977
2490,2018,17894
2491,2018,18104
2492,2018,17584
2493,2018,24741
2494,2018,15911
2495,2018,88317
2496,2018,115091
2497,2018,5768
2498,2018,106499
2499,2018,13867
2500,2018,54123
2501,2018,584456
2502,2018,121445
2503,2018,17766
2504,2018,2265608
2505,2018,135849
2506,2018,351858
2507,2018,14638
2508,2018,31075
2509,2018,110071
2510,2018,168709
2511,2018,18959
2512,2018,15092
2513,2018,31244
2514,2018,322591
2515,2018,455119
2516,2018,159921
2517,2018,97351
2518,2018,136088
2519,2018,170707
2520,2018,1111155
2521,2018,314124
2522,2018,13001
2523,2018,17614
2524,2018,202102
2525,2018,67282
2526,2018,47974
2527,2018,23512
2528,2018,124820
2529,2018,32272
2530,2018,23953
2531,2018,51931
2532,2018,156335
2533,2018,34531
2534,2018,115203
2535,2018,145322
2536,2018,22305
2537,2018,253938
2538,2018,493559
2539,2018,74780
2540,2018,260179
2541,2018,350779
2542,2018,36071
2543,2018,10741
2544,2018,21124
2545,2018,93107
2546,2018,30100
2547,2018,116776
2548,2018,45385
2549,2018,25468
2550,2018,92847
2551,2018,31966
2552,2018,155343
2553,2018,35643
2554,2018,63054
2555,2018,30661
2556,2018,22492
2557,2018,213709
2558,2018,364357
2559,2018,24476
2560,2018,31921
2561,2018,10916
2562,2018,428787
2563,2018,28112
2564,2018,217079
2565,2018,115102
2566,2018,12142
2567,2018,18542
2568,2018,16580
2569,2018,78934
2570,2018,19914
2571,2018,130490
2572,2018,679974
2573,2018,135163
2574,2018,16410
2575,2018,170833
2576,2018,140608
2577,2018,547367
2578,2018,24656
2579,2018,47964
2580,2018,36921
2581,2018,9718
2582,2018,42606
2583,2018,31534
2584,2018,63900
2585,2018,250155
2586,2018,26879
2587,2018,20670
2588,2018,950381
2589,2018,310275
2590,2018,16890
2591,2018,37954
2592,2018,74718
2593,2018,47032
2594,2018,49494
2595,2018,131654
2596,2018,291159
2597,2018,139557
2598,2018,545828
2599,2018,32721
2600,2018,35085
2601,2018,31311
2602,2018,30783
2603,2018,96673
2604,2018,20574
2605,2018,33479
2606,2018,186373
2607,2018,28586
2608,2018,1585094
2609,2018,27304
2610,2018,37436
2611,2018,476887
2612,2018,8072241
2613,2018,1131461
2614,2018,68458
2615,2018,82079
2616,2018,135296
2617,2018,184510
2618,2018,70533
2619,2018,20182
2620,2018,83382
2621,2018,91528
2622,2018,2326096
2623,2018,34868
2624,2018,164492
2625,2018,83000
2626,2018,874782
2627,2018,1106312
2628,2018,53434
2629,2018,36843
2630,2018,413135
2631,2018,157434
2632,2018,127337
2633,2018,326986
2634,2018,73121363
2635,2018,69078
2636,2018,2394889
2637,2018,234149
2638,2018,122084
2639,2018,125351
2640,2018,69995
2641,2018,164128
2642,2018,1588871
2643,2018,448300
2644,2018,31265
2645,2018,60986
2646,2018,21095
2647,2018,20818
2648,2018,2677137
2649,2018,7967398
2650,2018,28987
2651,2018,15719
2652,2018,81370
2653,2018,140674
2654,2018,410416
2655,2018,164385
2656,2018,23967
2657,2018,64985
2658,2018,316664
2659,2018,228213
2660,2018,1019766
2661,2018,30339
2662,2018,19480
2663,2018,18481
2664,2018,142588
2665,2018,28205
2666,2018,30565
2667,2018,1666763
2668,2018,111374
2669,2018,166178
2670,2018,230192
2671,2018,61727
2672,2018,31355
2673,2018,49509
2674,2018,332618
2675,2018,22912
2676,2018,24192
2677,2018,556830
2678,2018,108631
2679,2018,12690
2680,2018,80156
2681,2018,37506
2682,2018,61879
2683,2018,1102104
2684,2018,15061
2685,2018,15840
2686,2018,103601
2687,2018,671829
2688,2018,136340
2689,2018,19737
2690,2018,16818
2691,2018,17561
2692,2018,136396
2693,2018,1103180
2694,2018,194644
2695,2018,302387
2696,2018,21855
2697,2018,23378
2698,2018,26880
2699,2018,14276
2700,2018,23455
2701,2018,33226
2702,2018,225470
2703,2018,3931
2704,2018,20797
2705,2018,157405
2706,2018,4163120
2707,2018,47631
2708,2018,19707
2709,2018,95650
2710,2018,108979
2711,2018,1225860
2712,2018,29327
2713,2018,115573
2714,2018,11697326
2715,2018,1657146
2716,2018,1422246
2717,2018,101075
2718,2018,119571
2719,2018,22535
2720,2018,632050
2721,2018,30331
2722,2018,23168
2723,2018,156577
2724,2018,26177
2725,2018,53306
2726,2018,62813
2727,2018,96257
2728,2018,40849
2729,2018,173400
2730,2018,74230
2731,2018,79293
2732,2018,22547
2733,2018,1051861
2734,2018,71263
2735,2018,39524
2736,2018,18164
2737,2018,78642
2738,2018,22569
2739,2018,20198
2740,2018,57576044
2741,2018,40399651
2742,2018,141153
2743,2018,35105
2744,2018,272443
2745,2018,39544256
2746,2018,694914
2747,2018,13930
2748,2018,18038
2749,2018,37955538
2750,2018,20371
2751,2018,18908
2752,2018,84861
2753,2018,3332040
2754,2018,739276
2755,2018,127508
2756,2018,325808
2757,2018,54333
2758,2018,15285
2759,2018,215353
2760,2018,91963
2761,2018,22390
2762,2018,275970
2763,2018,37308
2764,2018,138506
2765,2018,83397
2766,2018,1365735
2767,2018,18129
2768,2018,257021
2769,2018,206756
2770,2018,84510
2771,2018,35848682
2772,2018,300961
2773,2018,6009299
2774,2018,488447
2775,2018,1671440
2776,2018,511199
2777,2018,208252
2778,2018,30210
2779,2018,224777
2780,2018,19185
2781,2018,16361
2782,2018,46783
2783,2018,19202
2784,2018,4757976
2785,2018,59320
2786,2018,28558
2787,2018,17662
2788,2018,16037
2789,2018,961375
2790,2018,27652
2791,2018,75043
2792,2018,68381
2793,2018,20345
2794,2018,4832090
2795,2018,70033
2796,2018,3519382
2797,2018,15955
2798,2018,15912
2799,2018,14817
2800,2018,4708915
2801,2018,24581
2802,2018,415881
2803,2018,2656698
2804,2018,165205
2805,2018,4414392
2806,2018,80518
2807,2018,30791
2808,2018,43521
2809,2018,24673
2810,2018,65209
2811,2018,103738
2812,2018,73278
2813,2018,21784
2814,2018,10783311
2815,2018,80532
2816,2018,18738
2817,2018,143476
2818,2018,146381
2819,2018,77175
2820,2018,207497
2821,2018,110604
2822,2018,89644
2823,2018,38837
2824,2018,106987
2825,2018,913948
2826,2018,37450
2827,2018,6179593
2828,2018,24197
2829,2018,221458
2830,2018,37543
2831,2018,1581350
2832,2018,45532
2833,2018,22514286
2834,2018,22670
2835,2018,44309
2836,2018,494087
2837,2018,1161676
2838,2018,185757
2839,2018,22466
2840,2018,44806
2841,2018,17523
2842,2018,376171
2843,2018,91720
2844,2018,95492
2845,2018,119125
2846,2018,122450
2847,2018,23132
2848,2018,26153
2849,2018,56048
2850,2018,362239
2851,2018,21994
2852,2018,549759
2853,2018,135265
2854,2018,7904
2855,2018,19956
2856,2019,53909
2857,2019,24809
2858,2019,32955
2859,2019,37628
2860,2019,10062
2861,2019,27775
2862,2019,463352
2863,2019,83321
2864,2019,30632
2865,2019,166441
2866,2019,26528
2867,2019,224595
2868,2019,16145
2869,2019,34321
2870,2019,19472
2871,2019,15862
2872,2019,32171
2873,2019,110408
2874,2019,13493
2875,2019,47279
2876,2019,36504
2877,2019,82482
2878,2019,38475
2879,2019,22361
2880,2019,17008
2881,2019,17601
2882,2019,29178
2883,2019,83394
2884,2019,51233
2885,2019,17133
2886,2019,27908
2887,2019,102123
2888,2019,15241
2889,2019,23245
2890,2019,66199
2891,2019,19939
2892,2019,161821
2893,2019,33005
2894,2019,21556
2895,2019,38143
2896,2019,72757
2897,2019,19416
2898,2019,13653
2899,2019,23709
2900,2019,27583
2901,2019,18026
2902,2019,28179
2903,2019,41914
2904,2019,26781
2905,2019,13023
2906,2019,27986
2907,2019,67773
2908,2019,17114
2909,2019,253032
2910,2019,73387
2911,2019,20747
2912,2019,84202
2913,2019,17288
2914,2019,42799
2915,2019,18493
2916,2019,16238
2917,2019,103541
2918,2019,19499
2919,2019,42110
2920,2019,19969
2921,2019,17305
2922,2019,56968
2923,2019,18387
2924,2019,85293
2925,2019,13408
2926,2019,12872
2927,2019,15845
2928,2019,18293
2929,2019,58209
2930,2019,35275
2931,2019,17323
2932,2019,27984
2933,2019,61345
2934,2019,133592
2935,2019,14393
2936,2019,22073
2937,2019,16753
2938,2019,5129
2939,2019,16786
2940,2019,20177
2941,2019,62495
2942,2019,16245
2943,2019,14996
2944,2019,16761
2945,2019,34146
2946,2019,17843
2947,2019,27447
2948,2019,16962
2949,2019,29580
2950,2019,18847
2951,2019,13897
2952,2019,1221403
2953,2019,64376
2954,2019,16597
2955,2019,58506
2956,2019,26816
2957,2019,17215
2958,2019,29281
2959,2019,33325
2960,2019,12579
2961,2019,22849
2962,2019,82887
2963,2019,20247
2964,2019,137433
2965,2019,23184
2966,2019,17279
2967,2019,75866
2968,2019,67537
2969,2019,553372
2970,2019,13532
2971,2019,114548
2972,2019,7467
2973,2019,17455
2974,2019,13309
2975,2019,14365
2976,2019,20481
2977,2019,1770697
2978,2019,17177
2979,2019,31156
2980,2019,21274
2981,2019,191904
2982,2019,49175
2983,2019,21886
2984,2019,25640
2985,2019,145145
2986,2019,28841
2987,2019,49430
2988,2019,68400
2989,2019,68206
2990,2019,17953
2991,2019,35473
2992,2019,25929
2993,2019,165468
2994,2019,81240
2995,2019,19811
2996,2019,166483
2997,2019,38240
2998,2019,17578
2999,2019,20662
3000,2019,522657
3001,2019,46742
3002,2019,281322
3003,2019,146181
3004,2019,102666
3005,2019,73708
3006,2019,25517
3007,2019,52050
3008,2019,41316
3009,2019,22825
3010,2019,20979
3011,2019,17598
3012,2019,33551
3013,2019,9460
3014,2019,4660
3015,2019,34838
3016,2019,19079
3017,2019,13694
3018,2019,15165
3019,2019,86423
3020,2019,13282
3021,2019,62108
3022,2019,30223
3023,2019,6215067
3024,2019,12761
3025,2019,27484
3026,2019,19171
3027,2019,15753
3028,2019,29283
3029,2019,30000
3030,2019,15484
3031,2019,29029
3032,2019,157273
3033,2019,19713
3034,2019,21081
3035,2019,25252
3036,2019,39831
3037,2019,18484
3038,2019,42730
3039,2019,104559
3040,2019,37626
3041,2019,24659
3042,2019,91186
3043,2019,42696
3044,2019,23740
3045,2019,51898
3046,2019,207845
3047,2019,13119
3048,2019,15026
3049,2019,17261
3050,2019,202438
3051,2019,45372
3052,2019,233468
3053,2019,28694
3054,2019,20475
3055,2019,21853
3056,2019,44317
3057,2019,32818
3058,2019,17088
3059,2019,32668
3060,2019,19292
3061,2019,28528
3062,2019,19619
3063,2019,25587
3064,2019,87431
3065,2019,33123
3066,2019,47727
3067,2019,17566
3068,2019,19514
3069,2019,17422
3070,2019,133713
3071,2019,63751
3072,2019,18392
3073,2019,24634
3074,2019,107488
3075,2019,1049651
3076,2019,124507
3077,2019,119446
3078,2019,96095
3079,2019,149171
3080,2019,28804
3081,2019,28094
3082,2019,22117
3083,2019,21774
3084,2019,28388
3085,2019,14296
3086,2019,53049
3087,2019,214842
3088,2019,419898
3089,2019,108706
3090,2019,1771569
3091,2019,31809
3092,2019,28914
3093,2019,20593
3094,2019,25710
3095,2019,307858
3096,2019,1102019
3097,2019,17811
3098,2019,14967
3099,2019,9603008
3100,2019,19390
3101,2019,281170
3102,2019,23894
3103,2019,191567
3104,2019,1580187
3105,2019,43931
3106,2019,18189
3107,2019,83701
3108,2019,16429
3109,2019,40159
3110,2019,17491
3111,2019,19764
3112,2019,19711
3113,2019,16266
3114,2019,26633
3115,2019,18932
3116,2019,17169
3117,2019,60789
3118,2019,26793
3119,2019,34590
3120,2019,92902
3121,2019,45691
3122,2019,26383
3123,2019,67146
3124,2019,17262
3125,2019,85943
3126,2019,25914
3127,2019,17257
3128,2019,91442
3129,2019,21688
3130,2019,3845243
3131,2019,20269
3132,2019,119488
3133,2019,23476
3134,2019,170861
3135,2019,56444
3136,2019,70338
3137,2019,51511
3138,2019,21425
3139,2019,170356
3140,2019,18678
3141,2019,87988
3142,2019,82011
3143,2019,137801
3144,2019,17476
3145,2019,37227
3146,2019,139736
3147,2019,18142
3148,2019,19902
3149,2019,46945
3150,2019,21532
3151,2019,81078
3152,2019,2262584
3153,2019,43163
3154,2019,60757
3155,2019,18760
3156,2019,20957
3157,2019,165765
3158,2019,96258
3159,2019,3513962
3160,2019,251038
3161,2019,251682
3162,2019,868690
3163,2019,741639
3164,2019,48090
3165,2019,704344
3166,2019,24753
3167,2019,24777
3168,2019,118861
3169,2019,405528
3170,2019,1749462
3171,2019,158052
3172,2019,17629
3173,2019,102635
3174,2019,85767
3175,2019,74248
3176,2019,65831
