NO,DPRTM_CHRG,CORP_NM,ADDRESS,TRGT_YEAR,DSGN_CLSF,DSGN_INDS,GHG_EMS,GHG_UNIT,GHG_EMS_BU,GHG_EMS_BU_UNIT,ENG_CNSM,ENG_UNIT,ENG_CNSM_BU,ENG_CNSM_BU_UNIT,VRFCT_AGNCY,TST
14,산업통상자원부,(주)경방,서울특별시 영등포구 영중로 15 (영등포동4가),2019,업체,섬유,"34,321",tCO₂eq,13.54,tCO2eq/억원,695,TJ,0.27,TJ/억원,한국생산성본부인증원(주),"253,552,382,000"
15,산업통상자원부,(주)경보제약,충청남도 아산시 실옥로 174,2019,사업장,석유화학,"19,472",tCO₂eq,-,-,319,TJ,-,-,한국표준협회,-
16,산업통상자원부,(주)경신전선,충청남도 천안시 서북구 입장면 연곡길 567,2019,사업장,반도체.디스플레이.전기전자,"15,862",tCO₂eq,-,-,324,TJ,-,-,한국표준협회,-
17,국토교통부,(주)공항리무진,서울특별시 강서구 개화동로8길 17 (개화동),2019,사업장,교통(여객),"32,171",tCO₂eq,-,-,456,TJ,-,-,(주)한국경영인증원,-
18,국토교통부,(주)국민은행,서울특별시 영등포구 국제금융로8길 26 국민은행,2019,업체,건물,"110,408",tCO₂eq,0.52,tCO2eq/억원,"1,661",TJ,0.01,TJ/억원,한국표준협회,"21,195,065,000,000"
19,산업통상자원부,(주)국일방적 정읍공장,전라북도 정읍시 2산단6길 22-11 (하북동),2019,사업장,섬유,"13,493",tCO₂eq,-,-,277,TJ,-,-,대일이엔씨기술(주),-
20,환경부,(주)그린스코,인천광역시 남동구 앵고개로 654번길 99,2019,사업장,폐기물,"47,279",tCO₂eq,-,-,108,TJ,-,-,(주)한국경영인증원,-
21,국토교통부,(주)금남고속,대전광역시 대덕구 대전로 1429,2019,사업장,교통(여객),"36,504",tCO₂eq,-,-,517,TJ,-,-,(주)한국경영인증원,-
22,환경부,(주)금비,경기도 이천시 부발읍 중부대로 1707번길 13,2019,사업장,유리,"82,482",tCO₂eq,-,-,"1,200",TJ,-,-,한국표준협회,-
587,환경부,쌍용머티리얼(주),-,2019,사업장,자동차,"38,475",tCO₂eq,-,-,770,TJ,-,-,(재)한국품질재단,-
24,해양수산부,(주)남해고속,"전라남도 목포시 해안로 182 (항동), 315호",2019,사업장,교통(해운),"22,361",tCO₂eq,-,-,317,TJ,-,-,㈜한국품질보증원,-
25,산업통상자원부,(주)네오오토 예산공장,충남 예산군 삽교읍 두루머리길 8,2019,사업장,자동차,"17,008",tCO₂eq,-,-,347,TJ,-,-,(주)한국경영인증원,-
26,산업통상자원부,(주)넥센,경상남도 김해시  김해대로 2595 (주)넥센,2019,사업장,석유화학,"17,601",tCO₂eq,-,-,322,TJ,-,-,한국표준협회,-
27,국토교통부,(주)농협물류,서울특별시 서대문구 통일로 87 (미근동),2019,사업장,교통(화물),"29,178",tCO₂eq,-,-,413,TJ,-,-,한국표준협회,-
28,농림축산식품부,(주)농협사료,서울특별시 강동구 올림픽로 528 (성내동),2019,업체,식료품 제조업,"83,394",tCO₂eq,6.41,tCO2eq/억원,"1,676",TJ,0.13,TJ/억원,(재)한국품질재단,"1,300,794,480,252"
29,환경부,(주)단석산업,전라북도 군산시 소룡동 1582-13,2019,사업장,비철금속,"51,233",tCO₂eq,-,-,778,TJ,-,-,한국표준협회,-
30,산업통상자원부,(주)대농 청원공장,충청북도 청주시 청원구 내수읍 도원세교로 59-36,2019,사업장,섬유,"17,133",tCO₂eq,-,-,352,TJ,-,-,지속가능인증원주식회사,-
31,산업통상자원부,(주)대동세라믹,세종특별자치시 전의면 산단길 22-63,2019,사업장,유리 · 요업,"27,908",tCO₂eq,-,-,549,TJ,-,-,이큐에이㈜,-
32,환경부,(주)대림제지,경기도 오산시 황새로 169,2019,사업장,제지,"102,123",tCO₂eq,-,-,"1,624",TJ,-,-,이큐에이㈜,-
33,국토교통부,(주)대명티피앤이,강원도 홍천군 서면 한치골길 264,2019,사업장,건물,"15,241",tCO₂eq,-,-,305,TJ,-,-,(주)한국경영인증원,-
34,산업통상자원부,(주)대승프론티어,충청남도 천안시 동남구 수신면 발산4길 33,2019,사업장,유리 · 요업,"23,245",tCO₂eq,-,-,432,TJ,-,-,한국표준협회,-
35,국토교통부,(주)대우건설,서울특별시 중구 을지로 170 을지트윈타워 A동 (주)대우건설,2019,업체,건설,"66,199",tCO₂eq,0.82,tCO2eq/억원,"1,323",TJ,0.02,TJ/억원,한국표준협회,"8,091,938,554,000"
36,산업통상자원부,(주)대욱케스트,경상북도 고령군 다산면 다산산단로 156,2019,사업장,철강,"19,939",tCO₂eq,-,-,364,TJ,-,-,이큐에이㈜,-
37,국토교통부,(주)대원고속,경기도 광주시 광주대로 171 (송정동),2019,업체,교통(여객),"161,821",tCO₂eq,57.05,tCO2eq/억원,"2,483",TJ,0.88,TJ/억원,산림조합중앙회,"283,636,549,385"
38,국토교통부,(주)대원버스,서울특별시 광진구 자양로 131 (자양동),2019,사업장,교통(여객),"33,005",tCO₂eq,-,-,563,TJ,-,-,산림조합중앙회,-
39,국토교통부,(주)대원여객,서울특별시 성동구 왕십리로 125 15층,2019,사업장,교통(여객),"21,556",tCO₂eq,-,-,406,TJ,-,-,산림조합중앙회,-
40,국토교통부,(주)대원운수,서울특별시 광진구 자양로 131 (자양동),2019,사업장,교통(여객),"38,143",tCO₂eq,-,-,643,TJ,-,-,산림조합중앙회,-
41,환경부,(주)대유코아,서울특별시 마포구 마포대로 20 다보빌딩 12층,2019,사업장,시멘트,"72,757",tCO₂eq,-,-,749,TJ,-,-,한국생산성본부인증원(주),-
42,해양수산부,(주)대저해운,경상북도 포항시 북구 해안로 44 (항구동),2019,사업장,교통(해운),"19,416",tCO₂eq,-,-,278,TJ,-,-,한국표준협회,-
43,산업통상자원부,(주)대천텍스타일,경기도 안산시 단원구 신안산대학로 29 (초지동),2019,사업장,섬유,"13,653",tCO₂eq,-,-,257,TJ,-,-,한국표준협회,-
44,산업통상자원부,(주)대호피앤씨 포항공장,경상남도 양산시 산막공단북4길 13 (산막동),2019,사업장,철강,"23,709",tCO₂eq,-,-,460,TJ,-,-,한국표준협회,-
45,환경부,(주)대화제지,경기도 군포시  흥안대로 34,2019,사업장,산업,"27,583",tCO₂eq,-,-,553,TJ,-,-,㈜한국품질보증원,-
46,산업통상자원부,(주)동남 서산공장,충청남도 서산시 지곡면 무장산업로 263-33,2019,사업장,비철금속,"18,026",tCO₂eq,-,-,266,TJ,-,-,한국표준협회,-
47,산업통상자원부,(주)동남 울산공장,울산광역시 울주군 온산읍 석당길 29,2019,사업장,비철금속,"28,179",tCO₂eq,-,-,408,TJ,-,-,한국표준협회,-
48,국토교통부,(주)동방,서울특별시 중구 남대문로 63 23층 (소공동),2019,업체,교통(화물),"41,914",tCO₂eq,7.26,tCO2eq/억원,603,TJ,0.1,TJ/억원,대일이엔씨기술(주),"577,078,497,000"
49,산업통상자원부,(주)동서기공 당진지점,충청남도 당진시 송악읍 부곡공단로 155,2019,사업장,자동차,"26,781",tCO₂eq,-,-,547,TJ,-,-,한국표준협회,-
50,산업통상자원부,(주)동서기공 시흥,경기도 시흥시 공단1대로379번길 2,2019,사업장,비철금속,"13,023",tCO₂eq,-,-,262,TJ,-,-,한국표준협회,-
51,산업통상자원부,(주)동신포리마,충청남도 홍성군 구항면 충서로966번길 41-66,2019,사업장,석유화학,"27,986",tCO₂eq,-,-,564,TJ,-,-,(주)한국경영인증원,-
52,국토교통부,(주)동양고속,경기도 안양시 동안구 흥안대로 67 (호계동),2019,업체,교통(여객),"67,773",tCO₂eq,48.27,tCO2eq/억원,964,TJ,0.69,TJ/억원,(주)한국경영인증원,"140,415,225,000"
53,산업통상자원부,(주)동양이앤씨,경상북도 포항시 남구 대송면 철강산단로130번길 177,2019,사업장,기계,"17,114",tCO₂eq,-,-,336,TJ,-,-,(주)비에스아이그룹코리아,-
54,환경부,(주)동양환경,대전광역시 대덕구 문평동로48번길 125 (문평동),2019,업체,폐기물,"253,032",tCO₂eq,814.11,tCO2eq/억원,537,TJ,1.73,TJ/억원,(재)한국품질재단,"31,080,717,000"
55,농림축산식품부,(주)동원F&B,서울특별시 서초구  마방로 68 동원산업빌딩,2019,업체,식료품 제조업,"73,387",tCO₂eq,4.29,tCO2eq/억원,"1,589",TJ,0.09,TJ/억원,(주)한국경영인증원,"1,709,299,492,000"
56,산업통상자원부,(주)동진쎄미켐,경기도 화성시 양감면 작은돌래길 35,2019,사업장,석유화학,"20,747",tCO₂eq,-,-,391,TJ,-,-,한국가스안전공사,-
57,산업통상자원부,(주)두산,서울특별시 중구 장충단로 275 두산타워 16층 사업부문 EHS팀,2019,업체,반도체.디스플레이.전기전자,"84,202",tCO₂eq,5.3,tCO2eq/억원,"1,689",TJ,0.11,TJ/억원,(재)한국품질재단,"1,588,036,127,000"
58,산업통상자원부,(주)디알 액시온 원산공장,울산광역시 울주군 온산읍 산남길 55 ,2019,사업장,비철금속,"17,288",tCO₂eq,-,-,349,TJ,-,-,(재)한국품질재단,-
59,환경부,(주)디에이피,경기도 안성시 미양면 안성맞춤대로 474-22 ,2019,사업장,전기전자,"42,799",tCO₂eq,-,-,874,TJ,-,-,한국가스안전공사,-
60,산업통상자원부,(주)디케이씨,경상북도 포항시 북구 청하면 고현길98번길 66,2019,사업장,철강,"18,493",tCO₂eq,-,-,369,TJ,-,-,한국표준협회,-
61,산업통상자원부,(주)로옴코리아,대전광역시 대덕구 문평서로17번안길 40 (문평동),2019,사업장,반도체.디스플레이.전기전자,"16,238",tCO₂eq,-,-,334,TJ,-,-,㈜한국품질보증원,-
62,환경부,(주)만도,경기도 평택시 포승읍 하만호길 32,2019,업체,자동차,"103,541",tCO₂eq,3.12,tCO2eq/억원,"2,131",TJ,0.06,TJ/억원,(주)비에스아이그룹코리아,"3,323,374,073,000"
63,농림축산식품부,(주)면사랑,충청북도 진천군 이월면 궁동길 51-24,2019,사업장,식료품 제조업,"19,499",tCO₂eq,-,-,435,TJ,-,-,한국표준협회,-
64,환경부,(주)모나리자,전북 전주시 덕진구 팔과정로 53,2019,사업장,제지,"42,110",tCO₂eq,-,-,753,TJ,-,-,(주)한국경영인증원,-
65,국토교통부,(주)무주덕유산리조트,전라북도 무주군 설천면 만선로 185,2019,사업장,건물,"19,969",tCO₂eq,-,-,353,TJ,-,-,(주)한국경영인증원,-
66,환경부,(주)미래엔인천에너지,인천광역시 남동구 논현고잔로 173(고잔동) ,2019,업체,집단에너지,"17,305",tCO₂eq,43.08,tCO2eq/억원,342,TJ,0.85,TJ/억원,(재)한국품질재단,"40,172,952,000"
67,환경부,(주)미래페이퍼,전라북도 전주시 덕진구 온고을로 384(팔복동3가) ,2019,사업장,제지,"56,968",tCO₂eq,-,-,719,TJ,-,-,한국표준협회,-
68,환경부,(주)방림,서울특별시 마포구 월드컵북로 402 케이지아이티센터 18층,2019,사업장,섬유,"18,387",tCO₂eq,-,-,343,TJ,-,-,한국표준협회,-
69,환경부,(주)벽산,"서울특별시 중구 퇴계로 307 광희동 1가, 광희빌딩",2019,사업장,유리,"85,293",tCO₂eq,-,-,"1,566",TJ,-,-,한국표준협회,-
70,국토교통부,(주)부산롯데호텔,부산광역시 부산진구 가야대로 772 ,2019,사업장,건물,"13,408",tCO₂eq,-,-,273,TJ,-,-,(주)한국경영인증원,-
71,산업통상자원부,(주)브이샘 인천공장,인천광역시 서구 중봉대로 194 (가좌동),2019,사업장,시멘트,"12,872",tCO₂eq,-,-,259,TJ,-,-,한국표준협회,-
72,산업통상자원부,(주)비에이치 제2공장,인천광역시 서구 가재울로 48,2019,사업장,반도체.디스플레이.전기전자,"15,845",tCO₂eq,-,-,325,TJ,-,-,한국표준협회,-
73,산업통상자원부,(주)비엠금속,경상남도 창원시 진해구 남의로43번길 42 (남양동),2019,사업장,철강,"18,293",tCO₂eq,-,-,335,TJ,-,-,이큐에이㈜,-
74,농림축산식품부,(주)빙그레,경기도 남양주시 미금로65번길 45 (도농동),2019,업체,식료품 제조업,"58,209",tCO₂eq,6.79,tCO2eq/억원,"1,156",TJ,0.13,TJ/억원,(주)한국경영인증원,"857,206,874,000"
615,환경부,에스엔에프코리아(주) 울산공장,울산광역시 남구 여천로 215-100,2019,사업장,석유화학,"35,275",tCO₂eq,-,-,710,TJ,-,-,이큐에이㈜,-
76,국토교통부,(주)삼우에프앤지,경기도 용인시 수지구 손곡로 29,2019,사업장,교통(화물),"17,323",tCO₂eq,-,-,272,TJ,-,-,한국표준협회,-
77,환경부,(주)삼원강재,경상북도 포항시 남구 대송면 철강산단로 66번길 40,2019,사업장,자동차,"27,984",tCO₂eq,-,-,562,TJ,-,-,(재)한국품질재단,-
78,환경부,(주)삼천리,서울특별시 영등포구 국제금융로6길 42,2019,사업장,집단에너지,"61,345",tCO₂eq,-,-,975,TJ,-,-,한국가스안전공사,-
79,산업통상자원부,(주)삼표산업,서울특별시 종로구 종로1길 42 (수송동) 이마빌딩 15층,2019,업체,시멘트,"133,592",tCO₂eq,18.68,tCO2eq/억원,"2,256",TJ,0.32,TJ/억원,(재)한국품질재단,"715,060,913,000"
80,산업통상자원부,(주)삼한씨원,경상북도 예천군 상풍로 1368-50 ,2019,사업장,유리 · 요업,"14,393",tCO₂eq,-,-,274,TJ,-,-,한국생산성본부인증원(주),-
81,환경부,(주)삼현,충청북도 음성군 음성읍 음성로 1706 ,2019,사업장,요업,"22,073",tCO₂eq,-,-,406,TJ,-,-,한국표준협회,-
82,국토교통부,(주)삼화고속,인천광역시 중구 서해대로418번길 70 (신흥동3가) 2층,2019,사업장,교통(여객),"16,753",tCO₂eq,-,-,238,TJ,-,-,(주)한국경영인증원,-
83,환경부,(주)상공에너지,전라북도 익산시 석암로7길 29 (용제동),2019,사업장,산업단지,"5,129",tCO₂eq,-,-,"1,179",TJ,-,-,이큐에이㈜,-
84,농림축산식품부,(주)샤니 대구공장,대구광역시 달성군 논공읍 논공중앙로54길 7 ,2019,사업장,식료품 제조업,"16,786",tCO₂eq,-,-,338,TJ,-,-,(주)비에스아이그룹코리아,-
85,농림축산식품부,(주)샤니 성남공장,경기도 성남시 중원구  둔촌대로457번길 13 ,2019,사업장,식료품 제조업,"20,177",tCO₂eq,-,-,407,TJ,-,-,(주)비에스아이그룹코리아,-
86,환경부,(주)서광하이테크,충청남도 서산시 대산읍 죽엽로 382,2019,사업장,폐기물,"62,495",tCO₂eq,-,-,180,TJ,-,-,(재)한국품질재단,-
87,산업통상자원부,(주)서원,경기도 안산시 단원구 산단로67번길 94 (목내동),2019,사업장,비철금속,"16,245",tCO₂eq,-,-,330,TJ,-,-,한국가스안전공사,-
88,산업통상자원부,(주)서진캠 아산공장,충청남도 아산시 둔포면 아산밸리중앙로 103,2019,사업장,자동차,"14,996",tCO₂eq,-,-,308,TJ,-,-,(주)한국경영인증원,-
89,산업통상자원부,(주)서진캠 평택공장,경기도 평택시 청북면 청북산단로 31,2019,사업장,자동차,"16,761",tCO₂eq,-,-,344,TJ,-,-,㈜한국품질보증원,-
90,환경부,(주)서흥,충청북도 청주시 흥덕구 오송읍 오송생명로 61,2019,사업장,석유화학,"34,146",tCO₂eq,-,-,696,TJ,-,-,한국표준협회,-
91,산업통상자원부,(주)선일다이파스,충청북도 진천군 광혜원면 광혜원산단2길 14,2019,사업장,기계,"17,843",tCO₂eq,-,-,363,TJ,-,-,(주)한국경영인증원,-
92,국토교통부,(주)선진운수,서울특별시 은평구 서오릉로 207 (구산동),2019,사업장,교통(여객),"27,447",tCO₂eq,-,-,513,TJ,-,-,(재)한국품질재단,-
93,산업통상자원부,(주)성신미네필드,강원도 정선군 남면 칠현로 504,2019,사업장,시멘트,"16,962",tCO₂eq,-,-,327,TJ,-,-,한국표준협회,-
94,산업통상자원부,(주)성호금속 경주2공장,경상북도 경주시 천북면 천북산단로2길 70,2019,사업장,비철금속,"29,580",tCO₂eq,-,-,528,TJ,-,-,이큐에이㈜,-
95,산업통상자원부,(주)성호금속 영천공장,경상북도 영천시 언하공단2길 25 ,2019,사업장,철강,"18,847",tCO₂eq,-,-,342,TJ,-,-,이큐에이㈜,-
96,산업통상자원부,(주)성호기업,경상북도 경주시 천북면 천북산단로1길 74-51,2019,사업장,철강,"13,897",tCO₂eq,-,-,275,TJ,-,-,이큐에이㈜,-
97,환경부,(주)세아베스틸,서울특별시 마포구 양화로 45(서교동),2019,업체,철강,"1,221,403",tCO₂eq,70.29,tCO2eq/억원,"19,115",TJ,1.1,TJ/억원,한국표준협회,"1,737,589,434,000"
98,환경부,(주)세아씨엠,전라북도 군산시 자유로 241(소룡동),2019,사업장,철강,"64,376",tCO₂eq,-,-,"1,295",TJ,-,-,한국표준협회,-
99,국토교통부,(주)세아엘앤에스,경상북도 포항시 남구 철강로 348 (호동),2019,사업장,교통(화물),"16,597",tCO₂eq,-,-,243,TJ,-,-,한국표준협회,-
100,환경부,(주)세아제강,"서울특별시 마포구 양화로 45, 25,26,27층(서교동, 세아타워)",2019,사업장,산업,"58,506",tCO₂eq,-,-,"1,186",TJ,-,-,한국표준협회,-
101,환경부,(주)세아특수강,경상북도 포항시 남구 괴동로 40,2019,사업장,철강,"26,816",tCO₂eq,-,-,526,TJ,-,-,한국표준협회,-
102,농림축산식품부,(주)세우,경기도 시흥시 공단1대로379번안길 29 시화공단 4나 204호,2019,사업장,식료품 제조업,"17,215",tCO₂eq,-,-,345,TJ,-,-,(재)한국품질재단,-
103,해양수산부,(주)세주,부산광역시 중구 해관로 65 (중앙동4가),2019,사업장,교통(해운),"29,281",tCO₂eq,-,-,398,TJ,-,-,㈜디엔브이지엘비즈니스어슈어런스코리아,-
104,환경부,(주)소노호텔앤리조트,강원도 홍천군 서면 한치골길 262,2019,사업장,건물,"33,325",tCO₂eq,-,-,670,TJ,-,-,(주)한국경영인증원,-
105,산업통상자원부,(주)스타플렉스,충청북도 음성군 삼성면 대성로 417,2019,사업장,석유화학,"12,579",tCO₂eq,-,-,255,TJ,-,-,이큐에이㈜,-
106,국토교통부,(주)시흥교통,경기도 시흥시 신현로 181 포동공영차고지,2019,사업장,교통(여객),"22,849",tCO₂eq,-,-,406,TJ,-,-,한국표준협회,-
107,환경부,(주)신동,강원도 정선군 남면 곰골길 159-13,2019,사업장,시멘트,"82,887",tCO₂eq,-,-,271,TJ,-,-,한국표준협회,-
108,환경부,(주)신성이엔지,충청북도 증평군 증평읍 증평산단로 14,2019,사업장,반도체,"20,247",tCO₂eq,-,-,260,TJ,-,-,로이드인증원㈜,-
109,환경부,(주)신세계,서울특별시 중구 소공로 63(충무로1가),2019,업체,건물,"137,433",tCO₂eq,8.82,tCO2eq/억원,"2,809",TJ,0.18,TJ/억원,㈜한국품질보증원,"1,557,606,955,000"
110,산업통상자원부,(주)신안주철,충청북도 영동군 용산면 법화공단길 72 ,2019,사업장,철강,"23,184",tCO₂eq,-,-,428,TJ,-,-,한국표준협회,-
111,산업통상자원부,(주)신우금속,경상북도 고령군 다산면 다산산단1길 105,2019,사업장,철강,"17,279",tCO₂eq,-,-,296,TJ,-,-,(재)한국품질재단,-
112,국토교통부,(주)신한은행,서울특별시 중구  세종대로9길 20 신한은행 본점,2019,업체,건물,"75,866",tCO₂eq,0.37,tCO2eq/억원,"1,180",TJ,0.01,TJ/억원,㈜디엔브이지엘비즈니스어슈어런스코리아,"20,452,272,000,000"
113,환경부,(주)쌍용씨앤비,세종특별자치시 조치원읍 번암공단 1길 16,2019,사업장,제지,"67,537",tCO₂eq,-,-,"1,176",TJ,-,-,(주)한국경영인증원,-
114,환경부,(주)씨텍,충청남도 서산시 대산읍 독곶1로 54 ,2019,업체,산업단지,"553,372",tCO₂eq,92.72,tCO2eq/억원,"7,481",TJ,1.25,TJ/억원,㈜한국품질보증원,"596,823,881,142"
115,국토교통부,(주)아라리오,충청남도 천안시 동남구  만남로 43 ,2019,사업장,건물,"13,532",tCO₂eq,-,-,275,TJ,-,-,(주)한국경영인증원,-
116,환경부,(주)아진피앤피,대구광역시 달성군 현풍면 국가산단북로100길 40,2019,사업장,제지,"114,548",tCO₂eq,-,-,"1,698",TJ,-,-,한국산업기술시험원,-
117,산업통상자원부,(주)에스아이플렉스,경기도 안산시 단원구 해봉로 232 (성곡동),2019,사업장,반도체.디스플레이.전기전자,"7,467",tCO₂eq,-,-,151,TJ,-,-,(주)한국경영인증원,-
118,국토교통부,(주)에스앤아이코퍼레이션,경기도 광주시 도척면 도척윗로 278,2019,사업장,건물,"17,455",tCO₂eq,-,-,352,TJ,-,-,(재)한국품질재단,-
119,산업통상자원부,(주)에스에이씨,울산광역시 울주군 온산읍 대정로 147,2019,사업장,유리 · 요업,"13,309",tCO₂eq,-,-,270,TJ,-,-,(주)한국경영인증원,-
120,산업통상자원부,(주)에스에이치에너지화학,전라북도 군산시  외항7길 20 (주)SH에너지화학,2019,사업장,석유화학,"14,365",tCO₂eq,-,-,233,TJ,-,-,㈜한국품질보증원,-
121,산업통상자원부,(주)에스제이금속,전라남도 장성군 황룡면 강변로 430 공장,2019,사업장,철강,"20,481",tCO₂eq,-,-,353,TJ,-,-,(재)한국품질재단,-
122,환경부,(주)에스파워,경기도 안산시 단원구 엠티브이2로 14 (원시동 839),2019,업체,발전 · 에너지,"1,770,697",tCO₂eq,307.12,tCO2eq/억원,"34,776",TJ,6.03,TJ/억원,(재)한국품질재단,"576,553,691,000"
123,산업통상자원부,(주)에이에스에이 김제공장,전라북도 김제시 금구면 봉은길 683,2019,사업장,자동차,"17,177",tCO₂eq,-,-,329,TJ,-,-,지속가능인증원주식회사,-
124,환경부,(주)에이에스에이 전주공장,전북 완주군 봉동읍 완주산단8로 45,2019,사업장,자동차,"31,156",tCO₂eq,-,-,590,TJ,-,-,지속가능인증원주식회사,-
125,산업통상자원부,(주)에코프로비엠,충청북도 청주시 청원구 오창읍 양청송대길 116,2019,사업장,반도체.디스플레이.전기전자,"21,274",tCO₂eq,-,-,434,TJ,-,-,(재)한국품질재단,-
126,환경부,(주)엔아이티,전라북도 군산시 서해로 259,2019,업체,폐기물,"191,904",tCO₂eq,510.28,tCO2eq/억원,378,TJ,1.01,TJ/억원,㈜한국품질보증원,"37,607,549,000"
127,산업통상자원부,(주)엔이티,충청북도 청주시 흥덕구 옥산면 옥산산단로 76,2019,사업장,발전에너지,"49,175",tCO₂eq,-,-,574,TJ,-,-,한국표준협회,-
128,산업통상자원부,(주)엘지생활건강 울산공장,울산광역시 울주군 온양읍 덕망로 275,2019,사업장,석유화학,"21,886",tCO₂eq,-,-,438,TJ,-,-,(재)한국품질재단,-
129,환경부,(주)엘지씨엔에스,"서울특별시 영등포구 여의대로 24, FKI타워",2019,사업장,통신,"25,640",tCO₂eq,-,-,567,TJ,-,-,대일이엔씨기술(주),-
130,환경부,(주)엘지하우시스,서울특별시 영등포구 국제금융로 10 One IFC,2019,업체,석유화학,"145,145",tCO₂eq,5.35,tCO2eq/억원,"2,701",TJ,0.1,TJ/억원,㈜디엔브이지엘비즈니스어슈어런스코리아,"2,710,501,000,000"
131,환경부,(주)영신물산,경기도 양주시 남면 현석로785번길 207 ,2019,사업장,섬유,"28,841",tCO₂eq,-,-,190,TJ,-,-,한국표준협회,-
132,환경부,(주)오뚜기 대풍공장,충청북도 음성군 대소면 대풍산단로 128,2019,사업장,음식료품,"49,430",tCO₂eq,-,-,994,TJ,-,-,한국생산성본부인증원(주),-
133,환경부,(주)오리온,서울특별시 용산구 백범로90다길 13,2019,사업장,음식료품,"68,400",tCO₂eq,-,-,"1,344",TJ,-,-,한국표준협회,-
134,환경부,(주)오미아코리아,서울특별시 영등포구 국제금융로 52,2019,사업장,석유화학,"68,206",tCO₂eq,-,-,"1,378",TJ,-,-,㈜디엔브이지엘비즈니스어슈어런스코리아,-
135,산업통상자원부,(주)오영,경기도 시흥시 소망공원로 102 (정왕동),2019,사업장,석유화학,"17,953",tCO₂eq,-,-,385,TJ,-,-,(재)한국품질재단,-
136,환경부,(주)온셀텍,충청남도 천안시 서북구 3공단6로 86-9,2019,사업장,산업,"35,473",tCO₂eq,-,-,728,TJ,-,-,한국표준협회,-
137,농림축산식품부,(주)올품,경상북도 상주시  발산로 135 ,2019,사업장,식료품 제조업,"25,929",tCO₂eq,-,-,454,TJ,-,-,한국표준협회,-
138,환경부,(주)우룡,강원도 영월군 북면 밤재로 590-30,2019,업체,시멘트,"165,468",tCO₂eq,390.61,tCO2eq/억원,635,TJ,1.5,TJ/억원,(주)한국경영인증원,"42,360,974,000"
139,국토교통부,(주)우리은행,서울특별시 중구 소공로 51 우리은행본점,2019,업체,건물,"81,240",tCO₂eq,0.4,tCO2eq/억원,"1,207",TJ,0.01,TJ/억원,㈜디엔브이지엘비즈니스어슈어런스코리아,"20,406,870,000,000"
140,산업통상자원부,(주)우신금속,울산광역시 울주군 온산읍 처용산업2길 17,2019,사업장,비철금속,"19,811",tCO₂eq,-,-,307,TJ,-,-,(재)한국품질재단,-
